,Sample,Plot_Number,Plant,Plate,Well,Plot,C,pH,Pdisp,NH4,NO3,Morphospecies,Treatment,Zone,Percent_Moisture,Lat,Lon,Basel_Diameter_estimated,Half_Tree_Cover,Tree_Height,Trunk_Circumference,PlantSpecies,MYC,PlantFUNCT.group,PlantSpecies.1,MYC.1,PlantFUNCT.group.1,PlantFUNCT.group.2,uniqueID,LeafDryMass,LeafH20Weight,LWC,LDMC,MLA,SLA
163,P12Q,12,Q,2,C01,Pine012,3.26,5.5,5.4,29.4,15.8,FatGreen,Pine,Plateau,7.696457472,-41.97052798,-71.45868503,18,128,247,56.54866776,Perezia bellidifolia,AM,flowering plant,Perezia bellidifolia,AM,flowering plant,flowering plant,Pine012_FatGreen,0.14,0.51,0.102,0.028,376.117495,2.686553536
164,P12B,12,B,4,B07,Pine012,3.26,5.5,5.4,29.4,15.8,Grass,Pine,Plateau,7.696457472,-41.97052798,-71.45868503,18,128,247,56.54866776,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Pine012_Grass,0.2,0.15,0.03,0.04,210.5056018,1.052528009
165,P12A,12,A,4,B08,Pine012,3.26,5.5,5.4,29.4,15.8,GreenShrub,Pine,Plateau,7.696457472,-41.97052798,-71.45868503,18,128,247,56.54866776,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Pine012_GreenShrub,0.1,0.13,0.0026,0.002,19.30580293,0.193058029
166,P12AE,12,AE,1,G01,Pine012,3.26,5.5,5.4,29.4,15.8,SmallShrub,Pine,Plateau,7.696457472,-41.97052798,-71.45868503,18,128,247,56.54866776,Empetrum rubrum,ERM,evergreen shrub,Empetrum rubrum,ERM,evergreen shrub,evergreen shrub,Pine012_SmallShrub,0.01,0.11,0.001692308,0.000153846,6.216825404,0.62168254
167,P12G,12,G,2,C04,Pine012,3.26,5.5,5.4,29.4,15.8,SpikeyGreen,Pine,Plateau,7.696457472,-41.97052798,-71.45868503,18,128,247,56.54866776,Perezia piliffera /fonkii?,AM,flowering plant ,Perezia piliffera /fonkii?,AM,flowering plant ,flowering plant ,Pine012_SpikeyGreen,NA,NA,NA,NA,62.85027813,NA
168,P12D,12,D,2,C10,Pine012,3.26,5.5,5.4,29.4,15.8,YellowFlower,Pine,Plateau,7.696457472,-41.97052798,-71.45868503,18,128,247,56.54866776,Senecio agyreus,AM,flowering plant,Senecio agyreus,AM,flowering plant,flowering plant,Pine012_YellowFlower,0.14,0.2,0.008695652,0.006086957,50.42404107,0.360171722
169,P13B,13,B,3,G04,Pine013,2.21,5.8,5.8,33.6,9.5,Grass,Pine,Plateau,9.351719765,-41.97135603,-71.45991004,11,97,220,34.55751919,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Pine013_Grass,0.14,0.27,0.054,0.028,577.2062626,4.122901875
170,P13A,13,A,3,F03,Pine013,2.21,5.8,5.8,33.6,9.5,GreenShrub,Pine,Plateau,9.351719765,-41.97135603,-71.45991004,11,97,220,34.55751919,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Pine013_GreenShrub,0.1,0.13,0.0026,0.002,17.05846021,0.170584602
171,P13A,13,A,3,F03,Pine013,2.21,5.8,5.8,33.6,9.5,GreenShrub,Pine,Plateau,9.351719765,-41.97135603,-71.45991004,11,97,220,34.55751919,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Pine013_GreenShrub,0.1,0.13,0.00203125,0.0015625,11.53707178,0.115370718
172,P13J,13,J,2,B12,Pine013,2.21,5.8,5.8,33.6,9.5,RedAloe,Pine,Plateau,9.351719765,-41.97135603,-71.45991004,11,97,220,34.55751919,Poa sp,AM,grass,Poa sp,AM,grass,grass,Pine013_RedAloe,NA,NA,NA,NA,NA,NA
173,P14B,14,B,3,C03,Pine014,1.42,5.7,5.4,30.8,15.3,Grass,Pine,Plateau,10.84024254,-41.97169701,-71.461054,20,108,330,62.83185307,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Pine014_Grass,0.13,0.16,0.026666667,0.021666667,95.26477066,0.732805928
174,P14A,14,A,3,C05,Pine014,1.42,5.7,5.4,30.8,15.3,GreenShrub,Pine,Plateau,10.84024254,-41.97169701,-71.461054,20,108,330,62.83185307,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Pine014_GreenShrub,0.11,0.18,0.003529412,0.002156863,13.3019022,0.120926384
175,P14F,14,F,2,F02,Pine014,1.42,5.7,5.4,30.8,15.3,LeafyCushion,Pine,Plateau,10.84024254,-41.97169701,-71.461054,20,108,330,62.83185307,Azorella sp,AM,flowering plant,Azorella sp,AM,flowering plant,flowering plant,Pine014_LeafyCushion,0.12,0.36,0.0144,0.0048,51.73139902,0.431094992
176,P14AG,14,AG,3,E04,Pine014,1.42,5.7,5.4,30.8,15.3,OtherGreenShrub,Pine,Plateau,10.84024254,-41.97169701,-71.461054,20,108,330,62.83185307,Baccharis magellanica,AM,evergreen shrub,Baccharis magellanica,AM,evergreen shrub,evergreen shrub,Pine014_OtherGreenShrub,0.1,0.24,0.007272727,0.003030303,25.57759439,0.255775944
177,P14J,14,J,2,D11,Pine014,1.42,5.7,5.4,30.8,15.3,RedAloe,Pine,Plateau,10.84024254,-41.97169701,-71.461054,20,108,330,62.83185307,Poa sp,AM,grass,Poa sp,AM,grass,grass,Pine014_RedAloe,0.15,-0.21,-0.0525,0.0375,307.4080724,2.049387149
178,P14T,14,T,1,A10,Pine014,1.42,5.7,5.4,30.8,15.3,SpikeyRose,Pine,Plateau,10.84024254,-41.97169701,-71.461054,20,108,330,62.83185307,Nassauvia revoluta,AM,flowering plant ,Nassauvia revoluta,AM,flowering plant ,flowering plant ,Pine014_SpikeyRose,0.04,0.14,0.004516129,0.001290323,0.028727377,0.000718184
179,P15Z,15,Z,2,D05,Pine015,2.28,5.6,4.6,26.6,5.7,Cushion,Pine,Plateau,14.1188168,-41.97142803,-71.462865,27,172,410,84.82300165,Bolax gummifera,AM,flowering plant,Bolax gummifera,AM,flowering plant,flowering plant,Pine015_Cushion,NA,NA,NA,NA,NA,NA
180,P15Y,15,Y,1,C02,Pine015,2.28,5.6,4.6,26.6,5.7,FatTall,Pine,Plateau,14.1188168,-41.97142803,-71.462865,27,172,410,84.82300165,,,,,,,,Pine015_FatTall,NA,NA,NA,NA,167.2678469,NA
181,P15B,15,B,3,F01,Pine015,2.28,5.6,4.6,26.6,5.7,Grass,Pine,Plateau,14.1188168,-41.97142803,-71.462865,27,172,410,84.82300165,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Pine015_Grass,0.15,0.23,0.032857143,0.021428571,172.280133,1.14853422
182,P15A,15,A,3,C07,Pine015,2.28,5.6,4.6,26.6,5.7,GreenShrub,Pine,Plateau,14.1188168,-41.97142803,-71.462865,27,172,410,84.82300165,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Pine015_GreenShrub,NA,NA,NA,NA,NA,NA
183,P15AG,15,AG,1,E04,Pine015,2.28,5.6,4.6,26.6,5.7,OtherGreenShrub,Pine,Plateau,14.1188168,-41.97142803,-71.462865,27,172,410,84.82300165,Baccharis magellanica,AM,evergreen shrub,Baccharis magellanica,AM,evergreen shrub,evergreen shrub,Pine015_OtherGreenShrub,NA,NA,NA,NA,NA,NA
184,P15J,15,J,2,C11,Pine015,2.28,5.6,4.6,26.6,5.7,RedAloe,Pine,Plateau,14.1188168,-41.97142803,-71.462865,27,172,410,84.82300165,Poa sp,AM,grass,Poa sp,AM,grass,grass,Pine015_RedAloe,0.12,0.09,0.03,0.04,426.1945801,3.551621501
185,P15O,15,O,1,D06,Pine015,2.28,5.6,4.6,26.6,5.7,TallRed,Pine,Plateau,14.1188168,-41.97142803,-71.462865,27,172,410,84.82300165,Euphrasia meiantha,NM,flowering plant,Euphrasia meiantha,NM,flowering plant,flowering plant,Pine015_TallRed,0.05,0.23,0.009583333,0.002083333,25.64187733,0.512837547
186,P15AA,15,AA,1,B07,Pine015,2.28,5.6,4.6,26.6,5.7,TallSpike,Pine,Plateau,14.1188168,-41.97142803,-71.462865,27,172,410,84.82300165,,,,,,,,Pine015_TallSpike,NA,NA,NA,NA,NA,NA
187,P15D,15,D,1,D08,Pine015,2.28,5.6,4.6,26.6,5.7,YellowFlower,Pine,Plateau,14.1188168,-41.97142803,-71.462865,27,172,410,84.82300165,Senecio agyreus,AM,flowering plant,Senecio agyreus,AM,flowering plant,flowering plant,Pine015_YellowFlower,0.23,0.87,0.0348,0.0092,82.61390405,0.359190887
188,S1E,1,E,3,G02,Sap001,2.23,6.2,4.4,18.2,3.1,Clover,Sapling,Plateau,6.373824295,-41.97058297,-71.46507103,5.6,56,109,17.59291886,Oxalis adenophylla,AM,flowering plant ,Oxalis adenophylla,AM,flowering plant ,flowering plant ,Sap001_Clover,0.01,0.08,0.008,0.001,21.38841767,2.138841767
189,S1B,1,B,3,B03,Sap001,2.23,6.2,4.4,18.2,3.1,Grass,Sapling,Plateau,6.373824295,-41.97058297,-71.46507103,5.6,56,109,17.59291886,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Sap001_Grass,NA,NA,NA,NA,NA,NA
190,S1A,1,A,3,E11,Sap001,2.23,6.2,4.4,18.2,3.1,GreenShrub,Sapling,Plateau,6.373824295,-41.97058297,-71.46507103,5.6,56,109,17.59291886,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Sap001_GreenShrub,NA,NA,NA,NA,NA,NA
191,S1F,1,F,1,F03,Sap001,2.23,6.2,4.4,18.2,3.1,LeafyCushion,Sapling,Plateau,6.373824295,-41.97058297,-71.46507103,5.6,56,109,17.59291886,Azorella sp,AM,flowering plant,Azorella sp,AM,flowering plant,flowering plant,Sap001_LeafyCushion,0.08,0.22,0.011,0.004,28.04886336,0.350610792
192,S1L,1,L,3,G07,Sap001,2.23,6.2,4.4,18.2,3.1,NewGreen,Sapling,Plateau,6.373824295,-41.97058297,-71.46507103,5.6,56,109,17.59291886,,,,,,,,Sap001_NewGreen,NA,NA,NA,NA,NA,NA
193,S1C,1,C,4,B09,Sap001,2.23,6.2,4.4,18.2,3.1,Rosette,Sapling,Plateau,6.373824295,-41.97058297,-71.46507103,5.6,56,109,17.59291886,Viola sp,AM,flowering plant,Viola sp,AM,flowering plant,flowering plant,Sap001_Rosette,0.01,0.03,0.003,0.001,12.24803374,1.224803374
194,S1G,1,G,1,C06,Sap001,2.23,6.2,4.4,18.2,3.1,SpikeyGreen,Sapling,Plateau,6.373824295,-41.97058297,-71.46507103,5.6,56,109,17.59291886,Perezia piliffera /fonkii?,AM,flowering plant ,Perezia piliffera /fonkii?,AM,flowering plant ,flowering plant ,Sap001_SpikeyGreen,0.09,0.11,0.007333333,0.006,24.00257038,0.266695226
195,S2E,2,E,2,G06,Sap002,1.22,5.7,5,25.2,2.4,Clover,Sapling,Plateau,5.444811482,-41.96944596,-71.46430501,5.2,44,123,16.3362818,Oxalis adenophylla,AM,flowering plant ,Oxalis adenophylla,AM,flowering plant ,flowering plant ,Sap002_Clover,0.01,0.05,0.005,0.001,14.7776566,1.47776566
196,S2I,2,I,2,C03,Sap002,1.22,5.7,5,25.2,2.4,Dandelion,Sapling,Plateau,5.444811482,-41.96944596,-71.46430501,5.2,44,123,16.3362818,Hypochaeris sp,AM_facAM,flowering plant ,Hypochaeris sp,AM_facAM,flowering plant ,flowering plant ,Sap002_Dandelion,0.0225,0.0675,0.01125,0.00375,362.3951657,16.10645181
197,S2B,2,B,3,A10,Sap002,1.22,5.7,5,25.2,2.4,Grass,Sapling,Plateau,5.444811482,-41.96944596,-71.46430501,5.2,44,123,16.3362818,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Sap002_Grass,NA,NA,NA,NA,NA,NA
198,S2A,2,A,3,D12,Sap002,1.22,5.7,5,25.2,2.4,GreenShrub,Sapling,Plateau,5.444811482,-41.96944596,-71.46430501,5.2,44,123,16.3362818,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Sap002_GreenShrub,0.05,0.08,0.004,0.0025,16.43490625,0.328698125
199,S2F,2,F,1,E01,Sap002,1.22,5.7,5,25.2,2.4,LeafyCushion,Sapling,Plateau,5.444811482,-41.96944596,-71.46430501,5.2,44,123,16.3362818,Azorella sp,AM,flowering plant,Azorella sp,AM,flowering plant,flowering plant,Sap002_LeafyCushion,0.07,0.17,0.0085,0.0035,22.82681661,0.32609738
200,S2J,2,J,2,F01,Sap002,1.22,5.7,5,25.2,2.4,RedAloe,Sapling,Plateau,5.444811482,-41.96944596,-71.46430501,5.2,44,123,16.3362818,Poa sp,AM,grass,Poa sp,AM,grass,grass,Sap002_RedAloe,0.28,0.02,0.002,0.028,268.7869941,0.95995355
201,S2C,2,C,3,F11,Sap002,1.22,5.7,5,25.2,2.4,Rosette,Sapling,Plateau,5.444811482,-41.96944596,-71.46430501,5.2,44,123,16.3362818,Viola sp,AM,flowering plant,Viola sp,AM,flowering plant,flowering plant,Sap002_Rosette,0.03,0.11,0.011,0.003,25.36473123,0.845491041
202,S2C,2,C,3,F11,Sap002,1.22,5.7,5,25.2,2.4,Rosette,Sapling,Plateau,5.444811482,-41.96944596,-71.46430501,5.2,44,123,16.3362818,Viola sp,AM,flowering plant,Viola sp,AM,flowering plant,flowering plant,Sap002_Rosette,0.03,0.11,0.011,0.003,27.89042353,0.929680784
203,S2H,2,H,2,A08,Sap002,1.22,5.7,5,25.2,2.4,SpikeyCushion,Sapling,Plateau,5.444811482,-41.96944596,-71.46430501,5.2,44,123,16.3362818,Mulinum echinus,AM,dense spiny shrub,Mulinum echinus,AM,dense spiny shrub,shrub,Sap002_SpikeyCushion,0.01,0.04,0.002,5.00E-04,4.940526933,0.494052693
204,S2D,2,D,2,F03,Sap002,1.22,5.7,5,25.2,2.4,YellowFlower,Sapling,Plateau,5.444811482,-41.96944596,-71.46430501,5.2,44,123,16.3362818,Senecio agyreus,AM,flowering plant,Senecio agyreus,AM,flowering plant,flowering plant,Sap002_YellowFlower,0.1,0.16,0.009411765,0.005882353,36.3333988,0.363333988
205,S3E,3,E,1,B08,Sap003,1.35,5.7,4.9,19.6,9.6,Clover,Sapling,Plateau,3.00061237,-41.96887901,-71.46297698,4.7,58,120,14.76548547,Oxalis adenophylla,AM,flowering plant ,Oxalis adenophylla,AM,flowering plant ,flowering plant ,Sap003_Clover,0.02,0.07,0.007,0.002,27.52933751,1.376466875
206,S3B,3,B,3,A01,Sap003,1.35,5.7,4.9,19.6,9.6,Grass,Sapling,Plateau,3.00061237,-41.96887901,-71.46297698,4.7,58,120,14.76548547,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Sap003_Grass,NA,NA,NA,NA,NA,NA
207,S3A,3,A,3,C10,Sap003,1.35,5.7,4.9,19.6,9.6,GreenShrub,Sapling,Plateau,3.00061237,-41.96887901,-71.46297698,4.7,58,120,14.76548547,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Sap003_GreenShrub,0.01,0.08,0.004,5.00E-04,10.85032515,1.085032515
208,S3F,3,F,1,B06,Sap003,1.35,5.7,4.9,19.6,9.6,LeafyCushion,Sapling,Plateau,3.00061237,-41.96887901,-71.46297698,4.7,58,120,14.76548547,Azorella sp,AM,flowering plant,Azorella sp,AM,flowering plant,flowering plant,Sap003_LeafyCushion,NA,NA,NA,NA,26.774156,NA
209,S3C,3,C,2,F08,Sap003,1.35,5.7,4.9,19.6,9.6,Rosette,Sapling,Plateau,3.00061237,-41.96887901,-71.46297698,4.7,58,120,14.76548547,Viola sp,AM,flowering plant,Viola sp,AM,flowering plant,flowering plant,Sap003_Rosette,0.04,0.1,0.01,0.004,18.50826222,0.462706556
210,S4B,4,B,3,C04,Sap004,4.79,5.9,4.4,33.6,15.1,Grass,Sapling,Plateau,11.56667294,-41.96839102,-71.46366798,3.3,43,80,10.36725576,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Sap004_Grass,NA,NA,NA,NA,275.2352432,NA
211,S4A,4,A,3,B04,Sap004,4.79,5.9,4.4,33.6,15.1,GreenShrub,Sapling,Plateau,11.56667294,-41.96839102,-71.46366798,3.3,43,80,10.36725576,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Sap004_GreenShrub,0.28,0.17,0.0085,0.014,8.022983239,0.028653512
212,S4A,4,A,3,B04,Sap004,4.79,5.9,4.4,33.6,15.1,GreenShrub,Sapling,Plateau,11.56667294,-41.96839102,-71.46366798,3.3,43,80,10.36725576,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Sap004_GreenShrub,0.28,0.17,0.011333333,0.018666667,22.1642773,0.079158133
213,S4A,4,A,3,B04,Sap004,4.79,5.9,4.4,33.6,15.1,GreenShrub,Sapling,Plateau,11.56667294,-41.96839102,-71.46366798,3.3,43,80,10.36725576,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Sap004_GreenShrub,0.28,0.17,0.011333333,0.018666667,20.45969907,0.073070354
214,S4A,4,A,3,B04,Sap004,4.79,5.9,4.4,33.6,15.1,GreenShrub,Sapling,Plateau,11.56667294,-41.96839102,-71.46366798,3.3,43,80,10.36725576,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Sap004_GreenShrub,0.28,0.17,0.011333333,0.018666667,19.20789421,0.068599622
215,S4J,4,J,1,D05,Sap004,4.79,5.9,4.4,33.6,15.1,RedAloe,Sapling,Plateau,11.56667294,-41.96839102,-71.46366798,3.3,43,80,10.36725576,Poa sp,AM,grass,Poa sp,AM,grass,grass,Sap004_RedAloe,NA,NA,NA,NA,699.9768595,NA
216,S4G,4,G,1,D02,Sap004,4.79,5.9,4.4,33.6,15.1,SpikeyGreen,Sapling,Plateau,11.56667294,-41.96839102,-71.46366798,3.3,43,80,10.36725576,Perezia piliffera /fonkii?,AM,flowering plant ,Perezia piliffera /fonkii?,AM,flowering plant ,flowering plant ,Sap004_SpikeyGreen,NA,NA,NA,NA,NA,NA
217,S4H,4,H,4,H08,Sap004,4.79,5.9,4.4,33.6,15.1,SpikeyCushion,Sapling,Plateau,11.56667294,-41.96839102,-71.46366798,3.3,43,80,10.36725576,Mulinum echinus,AM,dense spiny shrub,Mulinum echinus,AM,dense spiny shrub,shrub,Sap004_SpikeyCushion,NA,NA,NA,NA,NA,NA
218,S5E,5,E,1,C12,Sap005,2.71,5.7,4.9,36.4,7,Clover,Sapling,Plateau,3.585229712,-41.96759004,-71.46496299,2.7,46,93,8.482300165,Oxalis adenophylla,AM,flowering plant ,Oxalis adenophylla,AM,flowering plant ,flowering plant ,Sap005_Clover,NA,NA,NA,NA,NA,NA
219,S5P,5,P,2,F09,Sap005,2.71,5.7,4.9,36.4,7,FuzzyLeaf,Sapling,Plateau,3.585229712,-41.96759004,-71.46496299,2.7,46,93,8.482300165,Erigeron sp,AM,flowering plant,Erigeron sp,AM,flowering plant,flowering plant,Sap005_FuzzyLeaf,NA,NA,NA,NA,NA,NA
220,S5B,5,B,3,E12,Sap005,2.71,5.7,4.9,36.4,7,Grass,Sapling,Plateau,3.585229712,-41.96759004,-71.46496299,2.7,46,93,8.482300165,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Sap005_Grass,0.17,0.12,0.02,0.028333333,125.7307085,0.739592403
221,S5A,5,A,3,H02,Sap005,2.71,5.7,4.9,36.4,7,GreenShrub,Sapling,Plateau,3.585229712,-41.96759004,-71.46496299,2.7,46,93,8.482300165,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Sap005_GreenShrub,0.03,0.07,0.003888889,0.001666667,9.26513792,0.308837931
222,S5F,5,F,3,D11,Sap005,2.71,5.7,4.9,36.4,7,LeafyCushion,Sapling,Plateau,3.585229712,-41.96759004,-71.46496299,2.7,46,93,8.482300165,Azorella sp,AM,flowering plant,Azorella sp,AM,flowering plant,flowering plant,Sap005_LeafyCushion,NA,NA,NA,NA,29.477579,NA
223,S5J,5,J,3,F07,Sap005,2.71,5.7,4.9,36.4,7,RedAloe,Sapling,Plateau,3.585229712,-41.96759004,-71.46496299,2.7,46,93,8.482300165,Poa sp,AM,grass,Poa sp,AM,grass,grass,Sap005_RedAloe,0.17,0.12,0.024,0.034,210.663972,1.239199835
224,S5C,5,C,3,F04,Sap005,2.71,5.7,4.9,36.4,7,Rosette,Sapling,Plateau,3.585229712,-41.96759004,-71.46496299,2.7,46,93,8.482300165,Viola sp,AM,flowering plant,Viola sp,AM,flowering plant,flowering plant,Sap005_Rosette,NA,NA,NA,NA,NA,NA
225,S5O,5,O,2,B06,Sap005,2.71,5.7,4.9,36.4,7,TallRed,Sapling,Plateau,3.585229712,-41.96759004,-71.46496299,2.7,46,93,8.482300165,Euphrasia meiantha,NM,flowering plant,Euphrasia meiantha,NM,flowering plant,flowering plant,Sap005_TallRed,0.03,0.07,0.0028,0.0012,11.61974344,0.387324781
226,S6E,6,E,1,H04,Sap006,1.62,5.6,4.5,19.6,4.2,Clover,Sapling,Plateau,6.803097345,-41.96683601,-71.46212697,4,58,60,12.56637061,Oxalis adenophylla,AM,flowering plant ,Oxalis adenophylla,AM,flowering plant ,flowering plant ,Sap006_Clover,NA,NA,NA,NA,NA,NA
227,S6P,6,P,2,E05,Sap006,1.62,5.6,4.5,19.6,4.2,FuzzyLeaf,Sapling,Plateau,6.803097345,-41.96683601,-71.46212697,4,58,60,12.56637061,Erigeron sp,AM,flowering plant,Erigeron sp,AM,flowering plant,flowering plant,Sap006_FuzzyLeaf,NA,NA,NA,NA,NA,NA
228,S6R,6,R,4,C07,Sap006,1.62,5.6,4.5,19.6,4.2,FuzzyLeaf,Sapling,Plateau,6.803097345,-41.96683601,-71.46212697,4,58,60,12.56637061,Erigeron sp,AM,flowering plant,Erigeron sp,AM,flowering plant,flowering plant,Sap006_FuzzyLeaf,NA,NA,NA,NA,NA,NA
229,S6B.1,6,B.1,2,D08,Sap006,1.62,5.6,4.5,19.6,4.2,Grass,Sapling,Plateau,6.803097345,-41.96683601,-71.46212697,4,58,60,12.56637061,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Sap006_Grass,0.37,0.29,0.029,0.037,215.3311656,0.581976123
230,S6B,6,B,3,A04,Sap006,1.62,5.6,4.5,19.6,4.2,Grass,Sapling,Plateau,6.803097345,-41.96683601,-71.46212697,4,58,60,12.56637061,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Sap006_Grass,0.37,0.29,0.029,0.037,215.3311656,0.581976123
231,S6A,6,A,3,D05,Sap006,1.62,5.6,4.5,19.6,4.2,GreenShrub,Sapling,Plateau,6.803097345,-41.96683601,-71.46212697,4,58,60,12.56637061,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Sap006_GreenShrub,0.06,0.11,0.0055,0.003,20.07073381,0.33451223
232,S6J,6,J,1,H03,Sap006,1.62,5.6,4.5,19.6,4.2,RedAloe,Sapling,Plateau,6.803097345,-41.96683601,-71.46212697,4,58,60,12.56637061,Poa sp,AM,grass,Poa sp,AM,grass,grass,Sap006_RedAloe,NA,NA,NA,NA,482.0281155,NA
233,S6V,6,V,4,D09,Sap006,1.62,5.6,4.5,19.6,4.2,RedLettuce,Sapling,Plateau,6.803097345,-41.96683601,-71.46212697,4,58,60,12.56637061,,,,,,,,Sap006_RedLettuce,NA,NA,NA,NA,NA,NA
234,S6D,6,D,1,C03,Sap006,1.62,5.6,4.5,19.6,4.2,YellowFlower,Sapling,Plateau,6.803097345,-41.96683601,-71.46212697,4,58,60,12.56637061,Senecio agyreus,AM,flowering plant,Senecio agyreus,AM,flowering plant,flowering plant,Sap006_YellowFlower,NA,NA,NA,NA,NA,NA
235,S7N,7,N,1,F01,Sap007,1.95,6,4.6,30.8,8.5,Arugula,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Hypochaeris sp,AM_facAM,flowering plant ,Hypochaeris sp,AM_facAM,flowering plant ,flowering plant ,Sap007_Arugula,NA,NA,NA,NA,NA,NA
236,S7E,7,E,2,A07,Sap007,1.95,6,4.6,30.8,8.5,Clover,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Oxalis adenophylla,AM,flowering plant ,Oxalis adenophylla,AM,flowering plant ,flowering plant ,Sap007_Clover,NA,NA,NA,NA,NA,NA
237,S7Q,7,Q,2,B09,Sap007,1.95,6,4.6,30.8,8.5,FatGreen,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Perezia bellidifolia,AM,flowering plant,Perezia bellidifolia,AM,flowering plant,flowering plant,Sap007_FatGreen,0.14,1.22,0.203333333,0.023333333,447.9770856,3.199836326
238,S7P,7,P,1,D11,Sap007,1.95,6,4.6,30.8,8.5,FuzzyLeaf,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Erigeron sp,AM,flowering plant,Erigeron sp,AM,flowering plant,flowering plant,Sap007_FuzzyLeaf,NA,NA,NA,NA,NA,NA
239,S7B,7,B,3,E10,Sap007,1.95,6,4.6,30.8,8.5,Grass,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Sap007_Grass,0.24,0.25,0.05,0.048,382.0111693,1.591713205
240,S7A,7,A,3,C06,Sap007,1.95,6,4.6,30.8,8.5,GreenShrub,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Sap007_GreenShrub,0.05,0.03,0.0015,0.0025,11.42114454,0.228422891
241,S7J,7,J,1,A09,Sap007,1.95,6,4.6,30.8,8.5,RedAloe,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Poa sp,AM,grass,Poa sp,AM,grass,grass,Sap007_RedAloe,NA,NA,NA,NA,317.6038099,NA
242,S7C,7,C,3,H03,Sap007,1.95,6,4.6,30.8,8.5,Rosette,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Viola sp,AM,flowering plant,Viola sp,AM,flowering plant,flowering plant,Sap007_Rosette,NA,NA,NA,NA,NA,NA
243,S7G,7,G,2,E03,Sap007,1.95,6,4.6,30.8,8.5,SpikeyGreen,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Perezia piliffera /fonkii?,AM,flowering plant ,Perezia piliffera /fonkii?,AM,flowering plant ,flowering plant ,Sap007_SpikeyGreen,NA,NA,NA,NA,NA,NA
244,S7O,7,O,1,C04,Sap007,1.95,6,4.6,30.8,8.5,TallRed,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Euphrasia meiantha,NM,flowering plant,Euphrasia meiantha,NM,flowering plant,flowering plant,Sap007_TallRed,0.04,0.04,0.001818182,0.001818182,13.84934681,0.34623367
245,S7D,7,D,2,E01,Sap007,1.95,6,4.6,30.8,8.5,YellowFlower,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Senecio agyreus,AM,flowering plant,Senecio agyreus,AM,flowering plant,flowering plant,Sap007_YellowFlower,NA,NA,NA,NA,NA,NA
